"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Fichier de test: test_organsierDemo.py","19086","Test: test_successful_Demo[firefox]","tests","Mon May 26 08:52:33 CEST 2025","passed","Mon May 26 08:52:52 CEST 2025","TestDeepkiContact","test_organsierDemo","",""
